gid,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,truncated_by_depth,pass_through,pagerank,hub_score,authority_score,seed_sources,quick_turnover,quick_turnover_share,cluster_id,contribution_in_deg,contribution_out_deg,contribution_authority_score,contribution_hub_score,contribution_pagerank,contribution_seed_sources,priority_factor,priority_score
100000000274067100,1,False,2,3,517704.0,2969000.0,9,9,False,5.734937338710924,0.0004111733980588792,1.2675081445791723e-32,6.674870862024001e-06,1,222704.0,0.07500976759851802,1,0.15409697508896797,0.16390569395017793,0.1405693950177936,0.13814946619217083,0.11480427046263346,0.01766903914590747,1.0,0.7291948398576512
100000000287768100,3,False,1,0,35168.0,0.0,1,0,False,0.0,0.00028713233662289205,0.0,0.0007176774026012384,7,0.0,0.0,0,0.0737855871886121,0.06217526690391458,0.18354092526690394,0.05526690391459074,0.01807829181494662,0.06515124555160143,1.0,0.4579982206405694
100000000288317100,3,False,2,3,100000.0,53500.0,2,3,False,0.535,0.0003111042331531919,6.283948673215584e-92,0.00026190077352949726,7,16500.0,0.308411214953271,0,0.15409697508896797,0.16390569395017793,0.16957295373665482,0.1214946619217082,0.07900355871886121,0.06515124555160143,1.0,0.7532250889679716
100000000291906100,2,False,2,2,388000.0,455854.0,3,6,False,1.1748814432989692,0.0007579521501153301,2.718192560263808e-60,1.6449194810381838e-53,7,168354.0,0.3693156142098128,6,0.15409697508896797,0.1554581850533808,0.05053380782918149,0.13373665480427047,0.14754448398576514,0.06515124555160143,1.0,0.7065213523131673
100000000291908100,3,False,1,1,295500.0,13300.0,5,1,False,0.045008460236886635,0.000701667998848662,1.758570701090846e-112,3.105328432001829e-60,7,0.0,0.0,6,0.0737855871886121,0.13716192170818506,0.04724199288256228,0.11451957295373667,0.14583629893238434,0.06515124555160143,1.0,0.5836966192170818
100000000297649100,2,False,1,1,40000.0,70600.0,1,2,False,1.765,0.0008023949624002293,4.458403419936092e-05,2.1486050622824394e-84,8,0.0,0.0,7,0.0737855871886121,0.13716192170818506,0.02615658362989324,0.15138790035587188,0.14868327402135234,0.10059608540925268,1.0,0.6377713523131673
100000000299820100,4,False,1,0,10000.0,0.0,1,0,True,0.0,0.00044754836557757026,0.0,6.707951853468746e-110,7,0.0,0.0,8,0.0737855871886121,0.06217526690391458,0.009341637010676158,0.05526690391459074,0.11914590747330962,0.06515124555160143,0.75,0.2886499110320284
100000000307908100,2,False,1,0,5000.0,0.0,1,0,False,0.0,0.0002955134611674369,0.0,9.524316186076365e-46,1,0.0,0.0,9,0.0737855871886121,0.06217526690391458,0.052669039145907474,0.05526690391459074,0.054092526690391454,0.01766903914590747,1.0,0.3156583629893238
100000000331309100,2,False,5,99,984635.0,23001375.0,8,126,False,23.360306103276848,0.0008697417437327768,0.4518285795643982,0.00037449516039279494,7,984635.0,0.04280765823782274,10,0.17655693950177936,0.17975978647686833,0.17419928825622777,0.1599288256227758,0.1502491103202847,0.06515124555160143,1.0,0.9058451957295375
100000000332284100,2,False,10,3,107426.0,289500.0,12,3,False,2.69487833485376,0.000712719619300986,0.006895643505726453,2.1504293993743825e-05,7,22000.0,0.07599309153713299,10,0.17943950177935944,0.16390569395017793,0.14795373665480427,0.1585053380782918,0.14633451957295374,0.06515124555160143,1.0,0.8612900355871886
100000000343175100,0,True,8,31,178712.0,4000039.0,14,33,False,22.382598818210305,0.0007097623514990794,0.028144027387753564,9.738711337975252e-06,7,173212.0,0.04330257779986645,11,0.17879893238434164,0.1786387900355872,0.14323843416370108,0.15950177935943063,0.14619217081850536,0.06515124555160143,1.0,0.8715213523131674
100000000369781100,4,False,1,0,5000.0,0.0,1,0,True,0.0,0.0005293211782176068,0.0,8.532445701341959e-126,7,0.0,0.0,10,0.0737855871886121,0.06217526690391458,0.004314946619217082,0.05526690391459074,0.12967971530249112,0.06515124555160143,0.75,0.2927802491103203
100000000375150100,4,False,1,0,300000.0,0.0,1,0,True,0.0,0.0007407996177373904,0.0,3.1560249004554695e-66,10,0.0,0.0,12,0.0737855871886121,0.06217526690391458,0.041903914590747326,0.05526690391459074,0.14733096085409253,0.11530249110320284,0.75,0.3718238434163701
100000000404740100,4,False,1,0,25000.0,0.0,1,0,True,0.0,0.0005545956246897152,0.0,2.221102896440608e-102,7,0.0,0.0,13,0.0737855871886121,0.06217526690391458,0.012633451957295375,0.05526690391459074,0.13743772241992883,0.06515124555160143,0.75,0.3048376334519573
100000000408846100,3,False,1,0,40500.0,0.0,1,0,False,0.0,0.0002941031332962696,0.0,4.195588759806556e-36,7,0.0,0.0,14,0.0737855871886121,0.06217526690391458,0.057295373665480424,0.05526690391459074,0.0501779359430605,0.06515124555160143,1.0,0.36385231316725974
100000000413678100,3,False,2,3,306500.0,528198.0,2,18,False,1.723321370309951,0.0002990571287674166,4.067182153229767e-58,0.007035252987087051,7,77999.0,0.14767000253692744,8,0.15409697508896797,0.16390569395017793,0.19581850533807832,0.13409252669039146,0.06241992882562277,0.06515124555160143,1.0,0.7754848754448399
100000000424935100,4,False,1,0,15000.0,0.0,1,0,True,0.0,0.0002997739402792179,0.0,2.2239951432921113e-15,7,0.0,0.0,15,0.0737855871886121,0.06217526690391458,0.08282918149466192,0.05526690391459074,0.06405693950177936,0.06515124555160143,0.75,0.30244884341637013
100000000425407100,2,False,1,0,20000.0,0.0,1,0,False,0.0,0.00030343252763877026,0.0,2.0009871247996697e-06,7,0.0,0.0,2,0.0737855871886121,0.06217526690391458,0.1293594306049822,0.05526690391459074,0.0696085409252669,0.06515124555160143,1.0,0.45534697508896804
100000000437046100,2,False,9,42,1107200.0,7606224.0,20,73,False,6.86978323699422,0.0007875359264687324,0.0984682336665771,5.977020718311326e-05,7,992368.0,0.1304678905065115,0,0.17919928825622777,0.179279359430605,0.15551601423487546,0.15985765124555162,0.14825622775800712,0.06515124555160143,1.0,0.8872597864768685
100000000440392100,1,False,1,0,105705.0,0.0,4,0,False,0.0,0.0002953277233207068,0.0,0.00010260533917047465,7,0.0,0.0,16,0.0737855871886121,0.06217526690391458,0.15987544483985766,0.05526690391459074,0.05338078291814947,0.06515124555160143,1.0,0.4696352313167259
100000000456947100,0,True,0,0,0.0,0.0,0,0,False,,0.00028403728526186454,0.0,0.0,0,0.0,0.0,17,0.001641459074733096,0.06217526690391458,0.001823843416370107,0.05526690391459074,0.0014590747330960854,0.001307829181494662,0.0,0.0
100000000470237100,4,False,1,0,32500.0,0.0,1,0,True,0.0,0.0005840770868068808,0.0,1.173119442601876e-67,7,0.0,0.0,15,0.0737855871886121,0.06217526690391458,0.03825622775800712,0.05526690391459074,0.14021352313167262,0.06515124555160143,0.75,0.326136565836299
100000000481716100,3,False,1,0,8000.0,0.0,1,0,False,0.0,0.00037496698416866986,0.0,3.942802764939681e-11,7,0.0,0.0,18,0.0737855871886121,0.06217526690391458,0.08478647686832741,0.05526690391459074,0.10797153024911033,0.06515124555160143,1.0,0.44913701067615663
100000000489417100,2,False,3,1,73504.0,80000.0,3,1,False,1.0883761427949499,0.0005484753132205188,0.000988738750862426,6.227609207455642e-06,7,20000.0,0.25,12,0.1683896797153025,0.13716192170818506,0.1396797153024911,0.15722419928825623,0.13601423487544487,0.06515124555160143,1.0,0.8036209964412813
100000000490383100,2,False,3,8,62600.0,461375.0,3,9,False,7.37020766773163,0.0005447704414468346,0.00032281513265275033,8.664941728395125e-09,7,5000.0,0.01083717149823896,16,0.1683896797153025,0.17407473309608543,0.09101423487544484,0.15537366548042705,0.13480427046263346,0.06515124555160143,1.0,0.7888078291814947
100000000500040100,4,False,1,0,20000.0,0.0,1,0,True,0.0,0.0003043843782783192,0.0,1.5303188682033813e-06,7,0.0,0.0,0,0.0737855871886121,0.06217526690391458,0.126779359430605,0.05526690391459074,0.07081850533807829,0.06515124555160143,0.75,0.34048265124555166
100000000507799100,1,False,1,1,5132.0,8000.0,1,1,False,1.558846453624318,0.00028458543840616214,3.419665873478491e-82,2.2608175660145878e-05,7,0.0,0.0,19,0.0737855871886121,0.13716192170818506,0.14822064056939505,0.12583629893238435,0.0034875444839857655,0.06515124555160143,1.0,0.5536432384341637
100000000533217100,2,False,1,0,53587.0,0.0,1,0,False,0.0,0.0006484520175958825,0.0,3.637279354968153e-81,7,0.0,0.0,0,0.0737855871886121,0.06217526690391458,0.02909252669039146,0.05526690391459074,0.14391459074733098,0.06515124555160143,1.0,0.42938612099644136
100000000534581100,3,False,2,1,55960.0,40000.0,2,1,False,0.7147962830593281,0.00029682122564405055,3.1933295919505577e-96,0.00022051969024587564,7,0.0,0.0,8,0.15409697508896797,0.13716192170818506,0.16708185053380786,0.1198932384341637,0.056370106761565834,0.06515124555160143,1.0,0.6997553380782918
100000000542087100,4,False,1,0,8506.91,0.0,1,0,True,0.0,0.00028487704558307616,0.0,9.10503975089244e-37,7,0.0,0.0,20,0.0737855871886121,0.06217526690391458,0.05658362989323843,0.05526690391459074,0.00505338078291815,0.06515124555160143,0.75,0.2385120106761566
100000000552584100,3,False,1,1,2500000.0,57500.0,3,1,False,0.023,0.0013958160445225005,3.2814354229970887e-13,1.2743291759911845e-12,2,0.0,0.0,21,0.0737855871886121,0.13716192170818506,0.08336298932384342,0.13879003558718864,0.15523131672597865,0.03368327402135231,1.0,0.6220151245551602
100000000555721100,1,False,2,0,113000.0,0.0,3,0,False,0.0,0.00030638235462204143,0.0,0.0008183958896164802,7,0.0,0.0,0,0.15409697508896797,0.06217526690391458,0.18558718861209966,0.05526690391459074,0.07345195729537367,0.06515124555160143,1.0,0.5957295373665481
100000000557536100,4,False,1,0,153000.0,0.0,7,0,True,0.0,0.0002991406928617309,0.0,3.8613719952063256e-36,7,0.0,0.0,20,0.0737855871886121,0.06217526690391458,0.057206405693950184,0.05526690391459074,0.06277580071174377,0.06515124555160143,0.75,0.28227090747330963
100000000560751100,3,False,1,0,25000.0,0.0,1,0,False,0.0,0.000549128323207679,0.0,2.221102896440608e-102,7,0.0,0.0,12,0.0737855871886121,0.06217526690391458,0.012633451957295375,0.05526690391459074,0.13629893238434165,0.06515124555160143,1.0,0.4053113879003559
100000000561160100,4,False,1,0,240000.0,0.0,1,0,True,0.0,0.0004336703749141657,0.0,8.596329089851187e-06,7,0.0,0.0,2,0.0737855871886121,0.06217526690391458,0.1425266903914591,0.05526690391459074,0.11786476868327403,0.06515124555160143,0.75,0.38757784697508896
100000000569479100,3,False,1,0,320000.0,0.0,1,0,False,0.0,0.0003926718813428634,0.0,0.00011041014261607926,7,0.0,0.0,0,0.0737855871886121,0.06217526690391458,0.1606761565836299,0.05526690391459074,0.11181494661921709,0.06515124555160143,1.0,0.5288701067615659
100000000572276100,3,False,1,1,13075.0,34547.0,1,1,False,2.6422179732313578,0.0002860630489251677,2.18854560031391e-98,5.564241509986202e-33,1,0.0,0.0,22,0.0737855871886121,0.13716192170818506,0.06352313167259786,0.11893238434163703,0.01103202846975089,0.01766903914590747,1.0,0.4221040925266904
100000000580561100,0,True,2,3,27980.0,1488077.0,3,13,False,53.183595425303785,0.0008289636043239791,8.006962291017183e-43,1.0917559402971338e-97,0,23680.0,0.015913155031628066,23,0.15409697508896797,0.16390569395017793,0.01512455516014235,0.13637010676156586,0.1492526690391459,0.001307829181494662,1.0,0.6200578291814945
100000000581662100,4,False,1,0,21160.0,0.0,1,0,True,0.0,0.0003012685131761139,0.0,7.945917373110422e-66,2,0.0,0.0,24,0.0737855871886121,0.06217526690391458,0.04234875444839858,0.05526690391459074,0.06661921708185053,0.03368327402135231,0.75,0.25040925266903913
100000000581682100,4,False,1,0,5000.0,0.0,1,0,True,0.0,0.00028928283693431566,0.0,1.2840241946561207e-15,7,0.0,0.0,15,0.0737855871886121,0.06217526690391458,0.08274021352313167,0.05526690391459074,0.031387900355871884,0.06515124555160143,0.75,0.2778803380782918
100000000583220100,3,False,1,1,5000.0,761255.0,1,4,False,152.251,0.0002964897830280867,1.014447128472909e-52,3.703548974117677e-11,7,5000.0,0.006568101358940171,25,0.0737855871886121,0.13716192170818506,0.08469750889679716,0.13516014234875445,0.05601423487544484,0.06515124555160143,1.0,0.551970640569395
100000000594783100,3,False,1,2,2635000.0,152500.0,10,2,False,0.05787476280834915,0.0014558520975225748,4.291470675317054e-13,1.3082837041775835e-12,2,152500.0,1.0,21,0.0737855871886121,0.1554581850533808,0.08345195729537366,0.1388612099644128,0.15572953736654804,0.03368327402135231,1.0,0.6409697508896798
100000000596954100,2,False,1,2,120000.0,48100.0,1,2,False,0.4008333333333333,0.0005125060532903905,2.033753761983697e-88,7.171035957100926e-77,10,48100.0,1.0,2,0.0737855871886121,0.1554581850533808,0.03211743772241993,0.12284697508896798,0.12555160142348756,0.11530249110320284,1.0,0.6250622775800712
100000000600707100,4,False,1,0,89000.0,0.0,2,0,True,0.0,0.0005665291284667085,0.0,6.476554380479172e-79,1,0.0,0.0,26,0.0737855871886121,0.06217526690391458,0.03158362989323843,0.05526690391459074,0.1387188612099644,0.01766903914590747,0.75,0.2843994661921708
100000000607731100,1,False,1,1,20000.0,66666.0,1,1,False,3.3333,0.000315727074112564,1.1141754159804742e-88,8.372018377213338e-67,1,0.0,0.0,27,0.0737855871886121,0.13716192170818506,0.041058718861209965,0.12270462633451958,0.08395017793594306,0.01766903914590747,1.0,0.4763300711743772
100000000607941100,2,False,2,1,50000.0,70000.0,3,4,False,1.4,0.0005743727878407779,5.855141578500023e-88,1.7654095945144265e-08,7,20000.0,0.2857142857142857,16,0.15409697508896797,0.13716192170818506,0.09492882562277581,0.12306049822064058,0.1394306049822064,0.06515124555160143,1.0,0.7138300711743772
100000000608031100,4,False,1,0,30000.0,0.0,1,0,True,0.0,0.0005354299534315818,0.0,9.9802270376454e-100,7,0.0,0.0,28,0.0737855871886121,0.06217526690391458,0.014323843416370108,0.05526690391459074,0.13224199288256228,0.06515124555160143,0.75,0.3022086298932385
100000000611474100,3,False,1,0,32000.0,0.0,1,0,False,0.0,0.0005919520278817082,0.0,8.671668386849013e-99,7,0.0,0.0,29,0.0737855871886121,0.06217526690391458,0.014679715302491105,0.05526690391459074,0.14064056939501782,0.06515124555160143,1.0,0.4116992882562278
100000000625169100,2,False,1,0,10000.0,0.0,1,0,False,0.0,0.00028740801679984034,0.0,2.397682219124843e-34,1,0.0,0.0,22,0.0737855871886121,0.06217526690391458,0.05822953736654805,0.05526690391459074,0.020747330960854092,0.01766903914590747,1.0,0.287873665480427
100000000627521100,4,False,1,0,6500.0,0.0,1,0,True,0.0,0.00028456345610252434,0.0,1.0721176418106704e-33,7,0.0,0.0,30,0.0737855871886121,0.06217526690391458,0.06138790035587188,0.05526690391459074,0.0032028469750889684,0.06515124555160143,0.75,0.2407273131672598
100000000629812100,2,False,2,0,22000.0,0.0,2,0,False,0.0,0.0002963618124201693,0.0,1.6213022960505153e-06,10,0.0,0.0,31,0.15409697508896797,0.06217526690391458,0.12722419928825623,0.05526690391459074,0.05580071174377224,0.11530249110320284,1.0,0.5698665480427045
100000000634341100,4,False,1,0,24000.0,0.0,2,0,True,0.0,0.000551576432992475,0.0,5.657896326046016e-103,7,0.0,0.0,0,0.0737855871886121,0.06217526690391458,0.012233096085409255,0.05526690391459074,0.13665480427046264,0.06515124555160143,0.75,0.30395017793594303
100000000640800100,3,False,1,4,80000.0,518135.0,1,6,False,6.4766875,0.0003015719337084995,1.0820514548325555e-08,0.00017622972179544055,7,16112.0,0.031096142897121405,8,0.0737855871886121,0.16814946619217083,0.16450177935943064,0.1404982206405694,0.06747330960854092,0.06515124555160143,1.0,0.6795596085409253
100000000646541100,2,False,3,0,25300.0,0.0,4,0,False,0.0,0.0005028430320200708,0.0,9.85371820462264e-07,7,0.0,0.0,0,0.1683896797153025,0.06217526690391458,0.12144128113879005,0.05526690391459074,0.12469750889679716,0.06515124555160143,1.0,0.5971218861209966
100000000655469100,4,False,1,0,20000.0,0.0,2,0,True,0.0,0.0003434697664455806,0.0,3.32715449390793e-79,7,0.0,0.0,32,0.0737855871886121,0.06217526690391458,0.03113879003558719,0.05526690391459074,0.09857651245551603,0.06515124555160143,0.75,0.28957072953736657
100000000656682100,3,False,1,2,71000.0,80000.0,1,3,False,1.1267605633802817,0.0002880080900494301,5.486098465110673e-86,0.0005906942778102585,7,0.0,0.0,0,0.0737855871886121,0.1554581850533808,0.1814946619217082,0.12391459074733098,0.024341637010676154,0.06515124555160143,1.0,0.6241459074733097
100000000661131100,3,False,1,0,15600.0,0.0,1,0,False,0.0,0.0002864542575867234,0.0,6.077814238478439e-33,1,0.0,0.0,22,0.0737855871886121,0.06217526690391458,0.06410142348754448,0.05526690391459074,0.012491103202846977,0.01766903914590747,1.0,0.2854893238434163
100000000661912100,1,False,5,2,393036.0,430700.0,9,8,False,1.0958283719557496,0.001793141885528147,3.945932758630965e-61,0.0016174927607737527,7,273168.0,0.6342419317390295,8,0.17655693950177936,0.1554581850533808,0.18967971530249111,0.13316725978647687,0.15665480427046263,0.06515124555160143,1.0,0.8766681494661922
100000000667713100,1,False,2,6,119495.0,79236.0,10,7,False,0.663090505878907,0.0003183417105789792,3.899019107573135e-05,0.00010316992950784372,7,37450.0,0.4726386995809985,16,0.15409697508896797,0.17211298932384342,0.15996441281138793,0.1511743772241993,0.08661921708185054,0.06515124555160143,1.0,0.7891192170818506
100000000673868100,3,False,1,5,2030650.0,383000.0,5,19,False,0.18860955851574618,0.0011624908923002632,0.0005204156519735737,1.9126189138929688e-08,7,292000.0,0.762402088772846,33,0.0737855871886121,0.17043149466192173,0.09519572953736655,0.15644128113879005,0.15359430604982208,0.06515124555160143,1.0,0.7145996441281139
100000000673915100,4,False,1,0,20200.0,0.0,1,0,True,0.0,0.0002860313299253763,0.0,1.4030450368584908e-36,7,0.0,0.0,20,0.0737855871886121,0.06217526690391458,0.05676156583629893,0.05526690391459074,0.010747330960854094,0.06515124555160143,0.75,0.24291592526690392
100000000703894100,1,False,1,1,120000.0,35000.0,1,1,False,0.2916666666666667,0.0004741760183660613,3.408140956016711e-98,2.0507173141376335e-66,1,0.0,0.0,27,0.0737855871886121,0.13716192170818506,0.04145907473309609,0.11925266903914591,0.12156583629893239,0.01766903914590747,1.0,0.5108941281138789
100000000703902100,1,False,1,0,25499.0,0.0,1,0,False,0.0,0.00028934893026238577,0.0,2.501668854307606e-32,1,0.0,0.0,22,0.0737855871886121,0.06217526690391458,0.07766903914590748,0.05526690391459074,0.03188612099644128,0.01766903914590747,1.0,0.3184519572953736
100000000704700100,4,False,1,0,10000.0,0.0,1,0,True,0.0,0.0005300971370306067,0.0,1.0365216744397587e-115,1,0.0,0.0,34,0.0737855871886121,0.06217526690391458,0.0074288256227758006,0.05526690391459074,0.1301779359430605,0.01766903914590747,0.75,0.2598776690391459
100000000706545100,1,False,3,1,1070300.0,75800.0,8,3,False,0.07082126506586939,0.003413557881819414,8.769140569219116e-87,0.00027544265804214544,7,0.0,0.0,16,0.1683896797153025,0.13716192170818506,0.17001779359430608,0.12334519572953738,0.15978647686832742,0.06515124555160143,1.0,0.8238523131672599
100000000718427100,2,False,1,0,6000.0,0.0,1,0,False,0.0,0.00028605972418465,0.0,1.8572366608336317e-34,1,0.0,0.0,22,0.0737855871886121,0.06217526690391458,0.058096085409252665,0.05526690391459074,0.01096085409252669,0.01766903914590747,1.0,0.2779537366548042
100000000723383100,2,False,1,2,6800.0,75000.0,1,2,False,11.029411764705882,0.00038679636036637375,6.113458883813447e-87,7.893642999876027e-11,7,0.0,0.0,32,0.0737855871886121,0.1554581850533808,0.08558718861209964,0.12327402135231318,0.10996441281138791,0.06515124555160143,1.0,0.6132206405693951
100000000724540100,2,False,1,1,50000.0,100000.0,1,1,False,2.0,0.00030794222681854465,1.0819421503297088e-82,2.5954353672258696e-09,8,0.0,0.0,35,0.0737855871886121,0.13716192170818506,0.08914590747330961,0.12544483985765126,0.07516014234875444,0.10059608540925268,1.0,0.6012944839857651
100000000733373100,2,False,1,0,10710.0,0.0,1,0,False,0.0,0.0003041164736109612,0.0,4.704542937044844e-09,7,0.0,0.0,16,0.0737855871886121,0.06217526690391458,0.08967971530249111,0.05526690391459074,0.0703914590747331,0.06515124555160143,1.0,0.4164501779359431
100000000733451100,3,False,1,1,70000.0,300000.0,2,1,False,4.285714285714286,0.0005373674499523306,1.8043745829576477e-66,5.471115397677624e-71,10,0.0,0.0,12,0.0737855871886121,0.13716192170818506,0.03505338078291815,0.1316725978647687,0.13330960854092527,0.11530249110320284,1.0,0.6262855871886122
100000000733940100,4,False,1,0,752000.0,0.0,2,0,True,0.0,0.0004087355978191344,0.0,9.779410325871543e-41,7,0.0,0.0,36,0.0737855871886121,0.06217526690391458,0.05613879003558719,0.05526690391459074,0.11430604982206406,0.06515124555160143,0.75,0.3201178825622776
100000000737152100,4,False,1,0,35000.0,0.0,1,0,True,0.0,0.0003425646939359092,0.0,4.283141601133222e-74,7,0.0,0.0,0,0.0737855871886121,0.06217526690391458,0.03362989323843416,0.05526690391459074,0.09829181494661922,0.06515124555160143,0.75,0.2912255338078292
100000000749118100,3,False,1,1,10330.0,16500.0,1,1,False,1.5972894482090998,0.00028461500939504133,2.6832314995445345e-109,0.00022531170300319817,7,0.0,0.0,0,0.0737855871886121,0.13716192170818506,0.1675266903914591,0.11544483985765126,0.0037010676156583634,0.06515124555160143,1.0,0.5627713523131672
100000000764836100,3,False,1,2,251716.0,50000.0,1,2,False,0.1986365586613485,0.0003348476311603669,6.297732181437947e-93,0.000489710315103158,7,25000.0,0.5,8,0.0737855871886121,0.1554581850533808,0.17891459074733096,0.1213523131672598,0.09487544483985766,0.06515124555160143,1.0,0.6895373665480428
100000000765628100,2,False,1,0,5000.0,0.0,1,0,False,0.0,0.00031369607672330135,0.0,3.5583816880152084e-09,7,0.0,0.0,16,0.0737855871886121,0.06217526690391458,0.0895017793594306,0.05526690391459074,0.08256227758007118,0.06515124555160143,1.0,0.4284430604982207
100000000769919100,2,False,1,0,250000.0,0.0,1,0,False,0.0,0.0007306859163549969,0.0,7.023744070349373e-69,1,0.0,0.0,37,0.0737855871886121,0.06217526690391458,0.036476868327402136,0.05526690391459074,0.14690391459074734,0.01766903914590747,1.0,0.3922775800711743
100000000782285100,3,False,1,0,6151.0,0.0,1,0,False,0.0,0.0003191403635222244,0.0,1.3009936169874455e-07,7,0.0,0.0,0,0.0737855871886121,0.06217526690391458,0.10747330960854094,0.05526690391459074,0.08754448398576514,0.06515124555160143,1.0,0.45139679715302494
100000000783406100,3,False,1,0,6066.0,0.0,1,0,False,0.0,0.0002886182012723,0.0,6.872146713325152e-50,7,0.0,0.0,38,0.0737855871886121,0.06217526690391458,0.051645907473309605,0.05526690391459074,0.028149466192170815,0.06515124555160143,1.0,0.3361743772241993
100000000785800100,2,False,1,1,19000.0,19000.0,1,1,False,1.0,0.0003580522023961033,1.1143162185289003e-58,1.4930158548158734e-58,1,19000.0,1.0,39,0.0737855871886121,0.13716192170818506,0.04830960854092527,0.13395017793594308,0.10341637010676158,0.01766903914590747,1.0,0.5142927046263346
100000000790311100,2,False,1,0,46300.0,0.0,1,0,False,0.0,0.0002986535107257022,0.0,2.314671311414041e-06,7,0.0,0.0,3,0.0737855871886121,0.06217526690391458,0.1304270462633452,0.05526690391459074,0.061423487544483985,0.06515124555160143,1.0,0.44822953736654814
100000000791285100,3,False,1,3,1120000.0,650000.0,2,3,False,0.5803571428571429,0.0005624014778182515,1.4237328556815535e-08,2.2063500302303605e-35,7,620000.0,0.9538461538461539,14,0.0737855871886121,0.16390569395017793,0.05791814946619217,0.140711743772242,0.13836298932384342,0.06515124555160143,1.0,0.639835409252669
100000000795033100,2,False,1,0,18200.0,0.0,1,0,False,0.0,0.0005298610610115697,0.0,5.3452729328178185e-107,7,0.0,0.0,0,0.0737855871886121,0.06217526690391458,0.010409252669039146,0.05526690391459074,0.1299644128113879,0.06515124555160143,1.0,0.39675266903914586
100000000795129100,2,False,1,0,332000.0,0.0,1,0,False,0.0,0.0003888447767088215,0.0,6.198232676629145e-06,7,0.0,0.0,3,0.0737855871886121,0.06217526690391458,0.13959074733096086,0.05526690391459074,0.1106049822064057,0.06515124555160143,1.0,0.5065747330960855
100000000795374100,3,False,1,0,50000.0,0.0,1,0,False,0.0,0.0002941300775155358,0.0,0.00021825733259814325,7,0.0,0.0,8,0.0737855871886121,0.06217526690391458,0.1668594306049822,0.05526690391459074,0.050355871886121,0.06515124555160143,1.0,0.4735943060498221
